project_id,plotid,image_year,image_julday,dominant_landuse,dominant_landcover,change_process,change_process_notes,interpreter
Austria,804,1984,218,Forest,Trees,,,131
Austria,804,2016,203,Forest,Trees,Other,,131
Austria,805,1984,218,Other,Non-tree,,,131
Austria,805,2016,194,Other,Non-tree,Stable,,131
Austria,806,1984,218,Other,Non-tree,,,131
Austria,806,2016,217,Other,Non-tree,Stable,,131
Austria,807,1985,234,Forest,Trees,,,131
Austria,807,2016,208,Forest,Trees,Stable,,131
Austria,808,1984,241,Forest,Trees,,,131
Austria,808,2006,205,Forest,Trees,Stable,,131
Austria,808,2007,200,Forest,Trees,Harvest,clearcut,131
Austria,808,2016,217,Forest,Trees,Stable,,131
Austria,809,1984,218,Other,Non-tree,,,131
Austria,809,2016,226,Other,Non-tree,Stable,,131
Austria,810,1984,218,Other,Non-tree,,,131
Austria,810,2016,202,Other,Non-tree,Stable,,131
Austria,811,1984,193,Other,Non-tree,,,131
Austria,811,2016,217,Other,Non-tree,Stable,,131
Austria,812,1984,193,Other,Non-tree,,,131
Austria,812,2016,201,Other,Non-tree,Stable,,131
Austria,813,1984,287,Other,Non-tree,,,131
Austria,813,2016,247,Other,Non-tree,Stable,,131
Austria,814,1984,287,Other,Non-tree,,,131
Austria,814,2016,247,Other,Non-tree,Stable,,131
Austria,815,1984,218,Forest,Trees,,,131
Austria,815,2016,218,Forest,Trees,Stable,,131
Austria,816,1984,234,Forest,Trees,,,131
Austria,816,1985,268,Forest,Trees,Stable,,131
Austria,816,1986,216,Forest,Non-tree,Harvest,clearcut,131
Austria,816,1991,246,Forest,Non-tree,Growth/Recovery,,131
Austria,816,2016,243,Forest,Trees,Stable,,131
Austria,817,1984,218,Forest,Trees,,,131
Austria,817,2010,216,Forest,Trees,Stable,,131
Austria,817,2011,235,Forest,Trees,Harvest,sanitation,131
Austria,817,2012,230,Forest,Trees,Growth/Recovery,,131
Austria,817,2016,217,Forest,Trees,Decline,,131
Austria,818,1984,193,Forest,Trees,,,131
Austria,818,2015,222,Forest,Trees,Stable,,131
Austria,819,1984,193,Other,Non-tree,,,131
Austria,819,2016,216,Other,Non-tree,Stable,,131
Austria,820,1984,218,Other,Non-tree,,,131
Austria,820,2016,209,Other,Non-tree,Stable,,131
Austria,821,1984,193,Other,Non-tree,,,131
Austria,821,2016,192,Other,Non-tree,Stable,,131
Austria,822,1985,225,Forest,Trees,,,131
Austria,822,2001,214,Forest,Trees,Stable,,131
Austria,822,2002,209,Forest,Trees,Harvest,thinning,131
Austria,822,2016,216,Forest,Trees,Stable,,131
Austria,823,1984,218,Other,Non-tree,,,131
Austria,823,2016,211,Other,Non-tree,Stable,,131
Austria,824,1984,193,Forest,Non-tree,,,131
Austria,824,1995,223,Forest,Trees,Growth/Recovery,,131
Austria,824,2016,217,Forest,Trees,Stable,,131
Austria,825,1984,246,Other,Non-tree,,,131
Austria,825,2016,231,Other,Non-tree,Stable,,131
Austria,826,1984,248,Other,Non-tree,,,131
Austria,826,2016,200,Other,Non-tree,Stable,,131
Austria,827,1984,289,Other,Non-tree,,,131
Austria,827,2016,217,Other,Non-tree,Stable,,131
Austria,828,1984,218,Other,Trees,,,131
Austria,828,2016,217,Other,Trees,Stable,,131
Austria,829,1984,193,Forest,Trees,,,131
Austria,829,2016,216,Forest,Trees,Stable,,131
Austria,830,1986,196,Forest,Non-tree,,,131
Austria,830,1995,205,Forest,Non-tree,Growth/Recovery,,131
Austria,830,2016,239,Forest,Trees,Stable,,131
Austria,831,1984,246,Other,Non-tree,,,131
Austria,831,2016,206,Other,Non-tree,Stable,,131
Austria,832,1984,243,Other,Non-tree,,,131
Austria,832,2016,211,Other,Non-tree,Stable,,131
Austria,833,1984,179,Other,Non-tree,,,131
Austria,833,2016,211,Other,Non-tree,Stable,,131
Austria,834,1984,218,Other,Non-tree,,,131
Austria,834,2016,217,Other,Non-tree,Stable,,131
Austria,835,1984,218,Forest,Trees,,,131
Austria,835,2016,226,Forest,Trees,Stable,,131
Austria,836,1984,193,Forest,Non-tree,,,131
Austria,836,1995,216,Forest,Trees,Growth/Recovery,,131
Austria,836,2016,193,Forest,Trees,Stable,,131
Austria,837,1986,214,Forest,Trees,,,131
Austria,837,2015,222,Forest,Trees,Stable,,131
Austria,838,1984,248,Other,Non-tree,,,131
Austria,838,2016,216,Other,Non-tree,Stable,,131
Austria,839,1984,218,Forest,Trees,,,131
Austria,839,1986,214,Forest,Trees,Stable,,131
Austria,839,1987,194,Forest,Trees,Wind,deadwoodRemoval,131
Austria,839,1998,135,Forest,Trees,Growth/Recovery,,131
Austria,839,2016,217,Forest,Trees,Stable,,131
Austria,840,1984,218,Other,Non-tree,,,131
Austria,840,2016,202,Other,Non-tree,Stable,,131
Austria,841,1984,218,Other,Non-tree,,,131
Austria,841,2016,226,Other,Non-tree,Stable,,131
Austria,842,1984,218,Other,Non-tree,,,131
Austria,842,2016,202,Other,Non-tree,Stable,,131
Austria,843,1984,218,Other,Non-tree,,,131
Austria,843,2016,218,Other,Non-tree,Stable,,131
Austria,844,1984,218,Forest,Trees,,,131
Austria,844,1994,213,Forest,Trees,Stable,,131
Austria,844,1995,184,Forest,Non-tree,Harvest,clearcut,131
Austria,844,1998,263,Forest,Non-tree,Stable,,131
Austria,844,2008,211,Forest,Trees,Growth/Recovery,,131
Austria,844,2016,217,Forest,Trees,Stable,,131
Austria,845,1984,234,Other,Non-tree,,,131
Austria,845,2016,233,Other,Non-tree,Stable,,131
Austria,846,1984,193,Other,Trees,,,131
Austria,846,2016,193,Other,Trees,Stable,,131
Austria,847,1984,218,Forest,Trees,,,131
Austria,847,2000,205,Forest,Trees,Stable,,131
Austria,847,2001,224,Forest,Non-tree,Harvest,clearcut,131
Austria,847,2016,217,Forest,Trees,Growth/Recovery,,131
Austria,848,1984,193,Forest,Trees,,,131
Austria,848,1987,153,Forest,Trees,Stable,,131
Austria,848,1988,204,Forest,Trees,Harvest,clearcut,131
Austria,848,1993,217,Forest,Trees,Growth/Recovery,,131
Austria,848,2016,217,Forest,Trees,Stable,,131
Austria,849,1984,296,Other,Non-tree,,,131
Austria,849,2015,212,Other,Non-tree,Stable,,131
Austria,850,1984,218,Forest,Trees,,,131
Austria,850,2016,202,Forest,Trees,Stable,,131
Austria,851,1984,218,Other,Non-tree,,,131
Austria,851,2016,258,Other,Non-tree,Stable,,131
Austria,852,1984,218,Other,Non-tree,,,131
Austria,852,2016,217,Other,Non-tree,Stable,,131
Austria,853,1984,248,Other,Non-tree,,,131
Austria,853,2016,239,Other,Non-tree,Stable,,131
Austria,854,1984,218,Forest,Trees,,,131
Austria,854,2016,211,Forest,Trees,Stable,,131
Austria,855,1984,248,Forest,Trees,,,131
Austria,855,2016,200,Forest,Trees,Stable,,131
Austria,856,1984,193,Other,Trees,,,131
Austria,856,2016,216,Other,Trees,Stable,,131
Austria,857,1984,248,Other,Non-tree,,,131
Austria,857,2016,216,Other,Non-tree,Stable,,131
Austria,858,1984,218,Forest,Trees,,,131
Austria,858,2016,202,Forest,Trees,Stable,,131
Austria,859,1984,218,Forest,Trees,,,131
Austria,859,2016,202,Forest,Trees,Decline,,131
Austria,860,1984,218,Forest,Trees,,,131
Austria,860,2016,217,Forest,Trees,Stable,,131
Austria,861,1984,248,Other,Non-tree,,,131
Austria,861,2016,201,Other,Non-tree,Stable,,131
Austria,862,1984,193,Forest,Trees,,,131
Austria,862,2016,216,Forest,Trees,Stable,,131
Austria,863,1984,193,Other,Trees,,,131
Austria,863,2016,217,Other,Trees,Stable,,131
Austria,864,1984,218,Forest,Trees,,,131
Austria,864,2001,215,Forest,Trees,Stable,,131
Austria,864,2016,202,Forest,Trees,Decline,,131
Austria,865,1984,246,Other,Non-tree,,,131
Austria,865,2016,199,Other,Non-tree,Stable,,131
Austria,866,1984,193,Other,Non-tree,,,131
Austria,866,2016,216,Other,Non-tree,Stable,,131
Austria,867,1984,234,Forest,Trees,,,131
Austria,867,1991,228,Forest,Trees,Stable,,131
Austria,867,1994,213,Forest,Trees,Harvest,thinning,131
Austria,867,1996,242,Forest,Trees,Growth/Recovery,,131
Austria,867,2016,217,Forest,Trees,Stable,,131
Austria,868,1984,218,Other,Non-tree,,,131
Austria,868,2016,201,Other,Non-tree,Stable,,131
Austria,869,1984,193,Forest,Trees,,,131
Austria,869,1999,210,Forest,Trees,Stable,,131
Austria,869,2000,205,Forest,Trees,Harvest,thinning,131
Austria,869,2003,220,Forest,Trees,Growth/Recovery,,131
Austria,869,2009,213,Forest,Trees,Decline,thinning,131
Austria,869,2010,232,Forest,Trees,Harvest,thinning,131
Austria,869,2015,213,Forest,Trees,Stable,,131
Austria,870,1984,218,Forest,Trees,,,131
Austria,870,2016,209,Forest,Trees,Stable,,131
Austria,871,1984,193,Other,Non-tree,,,131
Austria,871,2016,201,Other,Non-tree,Stable,,131
Austria,872,1984,193,Other,Non-tree,,,131
Austria,872,2016,208,Other,Non-tree,Stable,,131
Austria,873,1984,218,Forest,Trees,,,131
Austria,873,2016,211,Forest,Trees,Stable,,131
Austria,874,1984,218,Other,Trees,,,131
Austria,874,2016,209,Other,Trees,Stable,,131
Austria,875,1984,218,Other,Non-tree,,,131
Austria,875,2016,203,Other,Non-tree,Stable,,131
Austria,876,1984,218,Other,Non-tree,,,131
Austria,876,2016,233,Other,Non-tree,Stable,,131
Austria,877,1984,264,Other,Non-tree,,,131
Austria,877,2016,217,Other,Non-tree,Growth/Recovery,,131
Austria,878,1984,218,Forest,Trees,,,131
Austria,878,1994,220,Forest,Trees,Stable,,131
Austria,878,1996,187,Forest,Non-tree,Harvest,,131
Austria,878,2004,200,Forest,Non-tree,Stable,,131
Austria,878,2016,194,Forest,Trees,Growth/Recovery,,131
Austria,879,1984,193,Forest,Trees,,,131
Austria,879,2016,217,Forest,Trees,Stable,,131
Austria,880,1984,218,Other,Non-tree,,,131
Austria,880,2016,211,Other,Non-tree,Stable,,131
Austria,881,1984,287,Other,Non-tree,,,131
Austria,881,2016,216,Other,Non-tree,Stable,,131
Austria,882,1984,218,Other,Non-tree,,,131
Austria,882,2016,217,Other,Non-tree,Stable,,131
Austria,883,1984,234,Other,Non-tree,,,131
Austria,883,2016,217,Other,Non-tree,Stable,,131
Austria,884,1984,218,Forest,Trees,,,131
Austria,884,2016,209,Forest,Trees,Stable,,131
Austria,885,1984,193,Other,Non-tree,,,131
Austria,885,2016,216,Other,Non-tree,Stable,,131
Austria,886,1984,193,Other,Non-tree,,,131
Austria,886,2016,216,Other,Non-tree,Stable,,131
Austria,887,1984,234,Forest,Trees,,,131
Austria,887,2016,217,Forest,Trees,Stable,,131
Austria,888,1984,218,Other,Non-tree,,,131
Austria,888,2016,202,Other,Non-tree,Stable,,131
Austria,889,1984,193,Other,Non-tree,,,131
Austria,889,2016,216,Other,Non-tree,Stable,,131
Austria,890,1984,218,Forest,Trees,,,131
Austria,890,2006,238,Forest,Trees,Stable,,131
Austria,890,2007,217,Forest,Trees,Harvest,thinning,131
Austria,890,2011,236,Forest,Trees,Growth/Recovery,,131
Austria,890,2015,215,Forest,Trees,Stable,,131
Austria,891,1984,218,Other,Non-tree,,,131
Austria,891,2016,226,Other,Non-tree,Stable,,131
Austria,892,1984,218,Other,Non-tree,,,131
Austria,892,2016,203,Other,Non-tree,Stable,,131
Austria,893,1985,234,Forest,Trees,,,131
Austria,893,1998,222,Forest,Trees,Stable,,131
Austria,893,2016,217,Forest,Trees,Decline,,131
Austria,894,1984,234,Forest,Trees,,,131
Austria,894,2016,217,Forest,Trees,Stable,,131
Austria,895,1984,193,Other,Non-tree,,,131
Austria,895,2016,201,Other,Non-tree,Stable,,131
Austria,896,1984,218,Forest,Trees,,,131
Austria,896,1996,226,Forest,Trees,Stable,,131
Austria,896,1997,205,Forest,Non-tree,Harvest,clearcut,131
Austria,896,2004,216,Forest,Trees,Growth/Recovery,,131
Austria,896,2016,209,Forest,Trees,Stable,,131
Austria,897,1984,248,Other,Non-tree,,,131
Austria,897,2016,216,Other,Non-tree,Stable,,131
Austria,898,1984,287,Forest,Trees,,,131
Austria,898,2016,206,Forest,Trees,Stable,,131
Austria,899,1984,218,Other,Non-tree,,,131
Austria,899,2016,186,Other,Non-tree,Stable,,131
Austria,900,1984,218,Forest,Trees,,,131
Austria,900,2016,194,Forest,Trees,Stable,,131
Austria,901,1984,248,Other,Non-tree,,,131
Austria,901,2016,216,Other,Non-tree,Stable,,131
Austria,902,1984,296,Other,Non-tree,,,131
Austria,902,2016,215,Other,Non-tree,Stable,,131
Austria,903,1984,234,Forest,Trees,,,131
Austria,903,1997,269,Forest,Trees,Stable,,131
Austria,903,1998,128,Forest,Trees,Harvest,thinning,131
Austria,903,2009,214,Forest,Trees,Stable,,131
Austria,903,2010,233,Forest,Non-tree,Harvest,clearcut|thinning,131
Austria,903,2016,202,Forest,Non-tree,Growth/Recovery,,131
Austria,904,1984,193,Forest,Trees,,,131
Austria,904,2016,217,Forest,Trees,Stable,,131
Austria,905,1984,264,Other,Non-tree,,,131
Austria,905,2016,216,Other,Non-tree,Stable,,131
Austria,906,1984,193,Other,Non-tree,,,131
Austria,906,2016,208,Other,Non-tree,Stable,,131
Austria,907,1984,218,Forest,Trees,,,131
Austria,907,1995,216,Forest,Trees,Stable,,131
Austria,907,1996,171,Forest,Trees,Harvest,clearcut,131
Austria,907,1999,211,Forest,Trees,Growth/Recovery,,131
Austria,907,2011,235,Forest,Trees,Stable,,131
Austria,907,2016,202,Forest,Trees,Other,,131
Austria,908,1984,218,Forest,Trees,,,131
Austria,908,2016,194,Forest,Trees,Stable,,131
Austria,909,1984,234,Other,Non-tree,,,131
Austria,909,2016,219,Other,Non-tree,Stable,,131
Austria,910,1984,248,Other,Trees,,,131
Austria,910,2016,216,Other,Trees,Stable,,131
Austria,911,1984,232,Other,Non-tree,,,131
Austria,911,2016,192,Other,Non-tree,Stable,,131
Austria,912,1984,218,Forest,Trees,,,131
Austria,912,2016,194,Forest,Trees,Stable,,131
Austria,913,1984,193,Other,Non-tree,,,131
Austria,913,2016,216,Other,Non-tree,Stable,,131
Austria,914,1984,234,Forest,Trees,,,131
Austria,914,1998,288,Forest,Trees,Stable,,131
Austria,914,1999,219,Forest,Trees,Harvest,thinning,131
Austria,914,2002,243,Forest,Trees,Growth/Recovery,,131
Austria,914,2003,214,Forest,Trees,Harvest,thinning,131
Austria,914,2016,217,Forest,Trees,Growth/Recovery,,131
Austria,915,1984,248,Other,Trees,,,131
Austria,915,2016,216,Other,Trees,Stable,,131
Austria,916,1984,193,Other,Trees,,,131
Austria,916,2016,217,Other,Trees,Stable,,131
Austria,917,1984,193,Other,Non-tree,,,131
Austria,917,2016,201,Other,Non-tree,Stable,,131
Austria,918,1984,193,Forest,Trees,,,131
Austria,918,1994,211,Forest,Trees,Growth/Recovery,,131
Austria,918,2010,200,Forest,Trees,Stable,,131
Austria,918,2011,226,Forest,Trees,Harvest,clearcut,131
Austria,918,2016,201,Forest,Trees,Stable,,131
Austria,919,1984,218,Forest,Trees,,,131
Austria,919,2016,202,Forest,Trees,Stable,,131
Austria,920,1984,218,Forest,Non-tree,,,131
Austria,920,1995,248,Forest,Trees,Growth/Recovery,,131
Austria,920,2016,217,Forest,Trees,Stable,,131
Austria,921,1984,218,Forest,Trees,,,131
Austria,921,2016,217,Forest,Trees,Stable,,131
Austria,922,1984,218,Forest,Trees,,,131
Austria,922,2016,217,Forest,Trees,Stable,,131
Austria,923,1984,218,Forest,Trees,,,131
Austria,923,1985,236,Forest,Trees,Harvest,clearcut,131
Austria,923,1994,213,Forest,Trees,Growth/Recovery,,131
Austria,923,2016,217,Forest,Trees,Stable,,131
Austria,924,1984,218,Other,Non-tree,,,131
Austria,924,2016,194,Other,Non-tree,Stable,,131
Austria,925,1984,218,Other,Non-tree,,,131
Austria,925,2016,217,Other,Non-tree,Stable,,131
Austria,926,1984,246,Other,Non-tree,,,131
Austria,926,2016,199,Other,Non-tree,Stable,,131
Austria,927,1984,218,Forest,Trees,,,131
Austria,927,2016,226,Forest,Trees,Decline,,131
Austria,928,1984,193,Forest,Trees,,,131
Austria,928,1997,212,Forest,Trees,Stable,,131
Austria,928,1998,222,Forest,Non-tree,Harvest,clearcut,131
Austria,928,2016,208,Forest,Non-tree,Growth/Recovery,,131
Austria,929,1984,234,Other,Non-tree,,,131
Austria,929,2016,217,Other,Non-tree,Stable,,131
Austria,930,1984,218,Other,Non-tree,,,131
Austria,930,2016,211,Other,Non-tree,Stable,,131
Austria,931,1984,246,Forest,Trees,,,131
Austria,931,2016,198,Forest,Trees,Stable,,131
Austria,932,1984,246,Other,Non-tree,,,131
Austria,932,2016,238,Other,Non-tree,Stable,,131
Austria,933,1984,193,Forest,Trees,,,131
Austria,933,2016,233,Forest,Trees,Stable,,131
Austria,934,1984,248,Other,Non-tree,,,131
Austria,934,2016,216,Other,Non-tree,Stable,,131
Austria,935,1984,218,Forest,Trees,,,131
Austria,935,2013,216,Forest,Trees,Stable,,131
Austria,935,2014,219,Forest,Non-tree,Harvest,clearcut,131
Austria,935,2016,202,Forest,Non-tree,Growth/Recovery,,131
Austria,936,1984,218,Other,Non-tree,,,131
Austria,936,2016,226,Other,Non-tree,Stable,,131
Austria,937,1984,218,Other,Non-tree,,,131
Austria,937,2016,211,Other,Non-tree,Stable,,131
Austria,938,1984,218,Forest,Trees,,,131
Austria,938,1990,314,Forest,Trees,Stable,,131
Austria,938,1992,128,Forest,Non-tree,Harvest,clearcut,131
Austria,938,1993,217,Forest,Non-tree,Growth/Recovery,,131
Austria,938,2016,217,Forest,Trees,Stable,,131
Austria,939,1984,234,Forest,Trees,,,131
Austria,939,2016,209,Forest,Trees,Stable,,131
Austria,940,1984,218,Other,Non-tree,,,131
Austria,940,2016,209,Other,Non-tree,Stable,,131
Austria,941,1984,234,Forest,Trees,,,131
Austria,941,2016,209,Forest,Trees,Growth/Recovery,,131
Austria,942,1984,193,Other,Trees,,,131
Austria,942,2016,233,Other,Trees,Stable,,131
Austria,943,1984,246,Forest,Trees,,,131
Austria,943,2016,206,Forest,Trees,Stable,,131
Austria,944,1984,218,Other,Non-tree,,,131
Austria,944,2016,218,Other,Non-tree,Stable,,131
Austria,945,1984,218,Forest,Trees,,,131
Austria,945,2016,203,Forest,Trees,Stable,,131
Austria,946,1984,218,Other,Non-tree,,,131
Austria,946,2016,217,Other,Non-tree,Stable,,131
Austria,947,1984,218,Other,Trees,,,131
Austria,947,2016,217,Other,Trees,Stable,,131
Austria,948,1984,193,Other,Trees,,,131
Austria,948,2016,209,Other,Trees,Stable,,131
Austria,949,1984,287,Other,Non-tree,,,131
Austria,949,2016,239,Other,Non-tree,Stable,,131
Austria,950,1984,218,Forest,Non-tree,,,131
Austria,950,2002,243,Forest,Trees,Growth/Recovery,,131
Austria,950,2016,217,Forest,Trees,Stable,,131
Austria,951,1984,193,Other,Non-tree,,,131
Austria,951,2016,233,Other,Non-tree,Stable,,131
Austria,952,1984,193,Forest,Trees,,,131
Austria,952,2005,194,Forest,Trees,Stable,,131
Austria,952,2006,197,Forest,Non-tree,Debris,,131
Austria,952,2016,201,Forest,Non-tree,Growth/Recovery,,131
Austria,953,1984,193,Other,Non-tree,,,131
Austria,953,2016,209,Other,Non-tree,Stable,,131
Austria,954,1984,193,Forest,Trees,,,131
Austria,954,2016,216,Forest,Trees,Stable,,131
Austria,955,1984,218,Other,Non-tree,,,131
Austria,955,2016,217,Other,Non-tree,Stable,,131
Austria,956,1984,234,Forest,Trees,,,131
Austria,956,2016,217,Forest,Trees,Stable,,131
Austria,957,1984,234,Forest,Trees,,,131
Austria,957,2016,226,Forest,Trees,Stable,,131
Austria,958,1984,218,Forest,Trees,,,131
Austria,958,2000,214,Forest,Trees,Stable,,131
Austria,958,2001,224,Forest,Trees,Harvest,clearcut,131
Austria,958,2015,223,Forest,Trees,Stable,,131
Austria,959,1984,193,Other,Non-tree,,,131
Austria,959,2016,216,Other,Non-tree,Stable,,131
Austria,960,1984,246,Other,Trees,,,131
Austria,960,2016,199,Other,Trees,Stable,,131
Austria,961,1985,273,Other,Non-tree,,,131
Austria,961,2016,239,Other,Non-tree,Stable,,131
Austria,962,1984,257,Other,Non-tree,,,131
Austria,962,2016,200,Other,Non-tree,Stable,,131
Austria,963,1985,234,Forest,Trees,,,131
Austria,963,2016,216,Forest,Trees,Stable,,131
Austria,964,1984,218,Forest,Trees,,,131
Austria,964,2016,202,Forest,Trees,Stable,,131
Austria,965,1984,218,Other,Non-tree,,,131
Austria,965,2016,211,Other,Non-tree,Stable,,131
Austria,966,1984,193,Other,Non-tree,,,131
Austria,966,2016,224,Other,Non-tree,Stable,,131
Austria,967,1984,218,Forest,Trees,,,131
Austria,967,2016,217,Forest,Trees,Stable,,131
Austria,968,1984,218,Forest,Trees,,,131
Austria,968,2016,202,Forest,Trees,Stable,,131
Austria,969,1984,248,Other,Non-tree,,,131
Austria,969,2016,201,Other,Non-tree,Stable,,131
Austria,970,1984,218,Other,Non-tree,,,131
Austria,970,2016,194,Other,Non-tree,Stable,,131
Austria,971,1984,218,Other,Non-tree,,,131
Austria,971,2016,202,Other,Non-tree,Stable,,131
Austria,972,1985,225,Other,Non-tree,,,131
Austria,972,2016,239,Other,Non-tree,Stable,,131
Austria,973,1984,193,Other,Non-tree,,,131
Austria,973,2016,217,Other,Non-tree,Stable,,131
Austria,974,1984,218,Other,Non-tree,,,131
Austria,974,2016,226,Other,Non-tree,Stable,,131
Austria,975,1984,218,Forest,Trees,,,131
Austria,975,2005,211,Forest,Trees,Stable,,131
Austria,975,2007,217,Forest,Non-tree,Harvest,sanitation,131
Austria,975,2016,202,Forest,Non-tree,Stable,,131
Austria,976,1984,218,Other,Non-tree,,,131
Austria,976,2002,243,Forest,Non-tree,Stable,,131
Austria,976,2016,201,Forest,Trees,Stable,,131
Austria,977,1984,218,Forest,Trees,,,131
Austria,977,2004,232,Forest,Trees,Stable,thinning,131
Austria,977,2005,210,Forest,Trees,Harvest,thinning,131
Austria,977,2016,193,Forest,Trees,Stable,thinning,131
Austria,978,1984,246,Other,Trees,,,131
Austria,978,2016,198,Other,Trees,Stable,,131
Austria,979,1984,193,Other,Trees,,,131
Austria,979,2016,216,Other,Trees,Stable,,131
Austria,980,1984,246,Other,Non-tree,,,131
Austria,980,2016,199,Other,Non-tree,Stable,,131
Austria,981,1984,193,Forest,Trees,,,131
Austria,981,2016,217,Forest,Trees,Stable,,131
Austria,982,1984,234,Other,Non-tree,,,131
Austria,982,2016,218,Other,Non-tree,Stable,,131
Austria,983,1984,218,Other,Trees,,,131
Austria,983,2016,217,Other,Trees,Stable,,131
Austria,984,1984,248,Forest,Trees,,,131
Austria,984,1987,208,Forest,Non-tree,Harvest,sanitation,131
Austria,984,1994,211,Forest,Non-tree,Stable,,131
Austria,984,2003,220,Forest,Trees,Growth/Recovery,,131
Austria,984,2016,216,Forest,Trees,Stable,,131
Austria,985,1984,218,Other,Non-tree,,,131
Austria,985,2016,217,Other,Non-tree,Stable,,131
Austria,986,1984,287,Forest,Trees,,,131
Austria,986,2016,199,Forest,Trees,Decline,,131
Austria,987,1984,193,Forest,Trees,,,131
Austria,987,2015,222,Forest,Trees,Stable,,131
Austria,988,1984,218,Other,Non-tree,,,131
Austria,988,2016,217,Other,Non-tree,Stable,,131
Austria,989,1984,248,Other,Non-tree,,,131
Austria,989,2016,240,Other,Non-tree,Stable,,131
Austria,990,1984,193,Forest,Trees,,,131
Austria,990,2014,187,Forest,Trees,Stable,,131
Austria,990,2016,216,Forest,Non-tree,Harvest,clearcut,131
Austria,991,1984,193,Forest,Trees,,,131
Austria,991,2013,215,Forest,Trees,Stable,,131
Austria,992,1984,218,Other,Non-tree,,,131
Austria,992,2016,217,Other,Non-tree,Stable,,131
Austria,993,1984,218,Forest,Trees,,,131
Austria,993,2016,186,Forest,Trees,Stable,,131
Austria,994,1984,257,Forest,Trees,,,131
Austria,994,2015,221,Forest,Trees,Stable,,131
Austria,994,2016,200,Forest,Trees,Harvest,thinning,131
Austria,995,1984,193,Forest,Trees,,,131
Austria,995,2016,233,Forest,Trees,Stable,,131
Austria,996,1984,246,Other,Non-tree,,,131
Austria,996,2016,214,Other,Non-tree,Stable,,131
Austria,997,1984,218,Other,Trees,,,131
Austria,997,2016,219,Other,Trees,Stable,,131
Austria,998,1984,218,Forest,Trees,,,131
Austria,998,1991,189,Forest,Trees,Stable,,131
Austria,998,1993,219,Forest,Non-tree,Harvest,clearcut,131
Austria,998,1998,265,Forest,Non-tree,Growth/Recovery,,131
Austria,998,2016,203,Forest,Trees,Stable,,131
Austria,999,1984,218,Forest,Trees,,,131
Austria,999,2016,217,Forest,Trees,Stable,,131
Austria,1000,1984,218,Forest,Trees,,,131
Austria,1000,2016,202,Forest,Trees,Stable,,131
Austria,1001,1984,248,Other,Non-tree,,,131
Austria,1001,2016,233,Other,Non-tree,Stable,,131
Austria,1002,1984,218,Other,Trees,,,131
Austria,1002,2016,211,Other,Trees,Stable,,131
Austria,1003,1984,193,Forest,Trees,,,131
Austria,1003,2016,217,Forest,Trees,Stable,,131
Austria,1004,1984,193,Forest,Trees,,,131
Austria,1004,2016,216,Forest,Trees,Stable,,131
Austria,1005,1984,234,Other,Non-tree,,,131
Austria,1005,2016,226,Other,Non-tree,Stable,,131
Austria,1006,1984,248,Forest,Trees,,,131
Austria,1006,2016,216,Forest,Trees,Growth/Recovery,,131
Austria,1007,1984,193,Forest,Trees,,,131
Austria,1007,2000,220,Forest,Trees,Stable,,131
Austria,1007,2002,209,Forest,Non-tree,Harvest,clearcut,131
Austria,1007,2016,217,Forest,Trees,Stable,,131
Austria,1008,1984,193,Other,Trees,,,131
Austria,1008,2016,208,Other,Trees,Stable,,131
Austria,1009,1984,218,Other,Non-tree,,,131
Austria,1009,2016,217,Other,Non-tree,Stable,,131
Austria,1010,1984,246,Forest,Trees,,,131
Austria,1010,2016,199,Forest,Trees,Stable,,131
Austria,1011,1984,218,Other,Non-tree,,,131
Austria,1011,2016,219,Other,Non-tree,Stable,,131
Austria,1012,1984,218,Forest,Trees,,,131
Austria,1012,2003,197,Forest,Trees,Stable,,131
Austria,1012,2004,217,Forest,Trees,Harvest,thinning,131
Austria,1012,2011,235,Forest,Trees,Growth/Recovery,,131
Austria,1012,2014,220,Forest,Trees,Harvest,clearcut|thinning,131
Austria,1013,1984,218,Forest,Trees,,,131
Austria,1013,2016,202,Forest,Trees,Stable,,131
Austria,1014,1984,218,Forest,Trees,,,131
Austria,1014,1996,235,Forest,Trees,Stable,,131
Austria,1014,1997,237,Forest,Trees,Harvest,clearcut,131
Austria,1014,2016,258,Forest,Trees,Stable,,131
Austria,1015,1984,193,Other,Non-tree,,,131
Austria,1015,2016,217,Other,Non-tree,Stable,,131
Austria,1016,1984,218,Other,Non-tree,,,131
Austria,1016,2016,211,Other,Non-tree,Stable,,131
Austria,1017,1984,246,Other,Non-tree,,,131
Austria,1017,2016,199,Other,Non-tree,Stable,,131
Austria,1018,1984,218,Forest,Trees,,,131
Austria,1018,1998,272,Forest,Trees,Stable,,131
Austria,1018,1999,212,Forest,Trees,Harvest,thinning,131
Austria,1018,2015,216,Forest,Trees,Stable,thinning,131
Austria,1019,1984,248,Other,Non-tree,,,131
Austria,1019,2016,231,Other,Non-tree,Stable,,131
Austria,1020,1984,193,Other,Non-tree,,,131
Austria,1020,2016,201,Other,Non-tree,Stable,,131
Austria,1021,1984,246,Other,Non-tree,,,131
Austria,1021,2016,238,Other,Non-tree,Stable,,131
Austria,1022,1984,218,Forest,Trees,,,131
Austria,1022,2016,226,Forest,Trees,Stable,,131
Austria,1023,1984,248,Forest,Trees,,,131
Austria,1023,2016,216,Forest,Trees,Stable,,131
Austria,1024,1984,248,Other,Non-tree,,,131
